,mkt_return,msk_tweets,msk_edits,tsla_edits,tsla_wiki_views,msk_wiki_views
2009-06-10 00:00:00-04:00,0.006093297249542341,,2.0,,,
2009-06-11 00:00:00-04:00,0.001396020848219796,,2.0,1.0,,
2009-06-14 00:00:00-04:00,-0.02405559125359691,,5.0,,,
2009-06-15 00:00:00-04:00,-0.012801901027885946,,2.0,,,
2009-06-16 00:00:00-04:00,-0.0013825234667824294,,,2.0,,
2009-06-17 00:00:00-04:00,0.008375815004881833,,,,,
2009-06-18 00:00:00-04:00,0.0031093582232429103,,,,,
2009-06-19 00:00:00-04:00,,,,2.0,,
2009-06-20 00:00:00-04:00,,,,6.0,,
2009-06-21 00:00:00-04:00,-0.03107836433082392,,,1.0,,
2009-06-22 00:00:00-04:00,0.0023040684995177824,,,,,
2009-06-23 00:00:00-04:00,0.0065032488243266596,,4.0,,,
2009-06-24 00:00:00-04:00,0.021217583998248746,,5.0,6.0,,
2009-06-25 00:00:00-04:00,-0.0014789203486033056,,,1.0,,
2009-06-28 00:00:00-04:00,0.009024296841261898,,,,,
2009-06-29 00:00:00-04:00,-0.008567351633166496,,1.0,,,
2009-06-30 00:00:00-04:00,0.004352444623651702,,1.0,,,
2009-07-01 00:00:00-04:00,-0.029577684825958017,,,,,
2009-07-03 00:00:00-04:00,,,,1.0,,
2009-07-04 00:00:00-04:00,,,,1.0,,
2009-07-05 00:00:00-04:00,0.002562462104257053,,,1.0,,
2009-07-06 00:00:00-04:00,-0.019879785362884782,,,1.0,,
2009-07-07 00:00:00-04:00,-0.0016699311679349972,,,,,
2009-07-08 00:00:00-04:00,0.003540946062317481,,,4.0,,
2009-07-09 00:00:00-04:00,-0.004029938077684044,,1.0,,,
2009-07-10 00:00:00-04:00,,,,1.0,,
2009-07-11 00:00:00-04:00,,,,2.0,,
2009-07-12 00:00:00-04:00,0.024627948777227286,,,,,
2009-07-13 00:00:00-04:00,0.005301983236099628,,,,,
2009-07-14 00:00:00-04:00,0.02919943487510086,,2.0,1.0,,
2009-07-15 00:00:00-04:00,0.008604634691705462,,,,,
2009-07-16 00:00:00-04:00,-0.0003827351332093228,,1.0,3.0,,
2009-07-18 00:00:00-04:00,,,3.0,,,
2009-07-19 00:00:00-04:00,0.01136670246273114,,1.0,2.0,,
2009-07-20 00:00:00-04:00,0.0036207145224277037,,,,,
2009-07-21 00:00:00-04:00,-0.0005344193762499699,,,1.0,,
2009-07-22 00:00:00-04:00,0.023022599224312996,,2.0,,,
2009-07-23 00:00:00-04:00,0.003037543443477206,,3.0,10.0,,
2009-07-25 00:00:00-04:00,,,1.0,,,
2009-07-26 00:00:00-04:00,0.0029773891259700837,,,,,
2009-07-27 00:00:00-04:00,-0.00260984710734954,,,,,
2009-07-28 00:00:00-04:00,-0.004573406026934112,,,9.0,,
2009-07-29 00:00:00-04:00,0.01182538418815696,,1.0,5.0,,
2009-07-30 00:00:00-04:00,0.0007395090837835546,,1.0,4.0,,
2009-07-31 00:00:00-04:00,,,,3.0,,
2009-08-01 00:00:00-04:00,,,,7.0,,
2009-08-02 00:00:00-04:00,0.015225607827281227,,,,,
2009-08-03 00:00:00-04:00,0.0030075704221065014,,,,,
2009-08-04 00:00:00-04:00,-0.0029178446171664904,,1.0,1.0,,
2009-08-05 00:00:00-04:00,-0.005640532654178876,,,,,
2009-08-06 00:00:00-04:00,0.01334970053225195,,,3.0,,
2009-08-07 00:00:00-04:00,,,3.0,,,
2009-08-08 00:00:00-04:00,,,2.0,,,
2009-08-09 00:00:00-04:00,-0.003350556724880266,,1.0,,,
2009-08-10 00:00:00-04:00,-0.012740935609429686,,1.0,,,
2009-08-11 00:00:00-04:00,0.011459230792872048,,,,,
2009-08-12 00:00:00-04:00,0.0068564507961441,,,,,
2009-08-13 00:00:00-04:00,-0.008567949977279207,,,,,
2009-08-15 00:00:00-04:00,,,5.0,,,
2009-08-16 00:00:00-04:00,-0.024559960849173303,,2.0,10.0,,
2009-08-17 00:00:00-04:00,0.010094533393885528,,,,,
2009-08-18 00:00:00-04:00,0.006837483447019444,,,,,
2009-08-19 00:00:00-04:00,0.010889227984113237,,1.0,,,
2009-08-20 00:00:00-04:00,0.018451479725420602,,,,,
2009-08-23 00:00:00-04:00,-0.0005459459189837834,,2.0,,,
2009-08-24 00:00:00-04:00,0.002366663818367554,,,5.0,,
2009-08-25 00:00:00-04:00,0.00011671995565297763,,,1.0,,
2009-08-26 00:00:00-04:00,0.0027779002715912853,,,,,
2009-08-27 00:00:00-04:00,-0.001990307732377177,,,,,
2009-08-28 00:00:00-04:00,,,6.0,,,
2009-08-30 00:00:00-04:00,-0.008109198540382183,,,,,
2009-08-31 00:00:00-04:00,-0.02237222631680637,,,1.0,,
2009-09-01 00:00:00-04:00,-0.003301884345751011,,,,,
2009-09-02 00:00:00-04:00,0.008498582450941842,,,,,
2009-09-03 00:00:00-04:00,0.013032243708161282,,,,,
2009-09-07 00:00:00-04:00,0.008806045829839553,,,,,
2009-09-08 00:00:00-04:00,0.007752259025442712,,,,,
2009-09-09 00:00:00-04:00,0.010368292776658143,,,,,
2009-09-10 00:00:00-04:00,-0.0013513389885911676,,,1.0,,
2009-09-12 00:00:00-04:00,,,,1.0,,
2009-09-13 00:00:00-04:00,0.00631910740710653,,,1.0,,
2009-09-14 00:00:00-04:00,0.0031304364906445527,,2.0,1.0,,
2009-09-15 00:00:00-04:00,0.015207308062442325,,,,,
2009-09-16 00:00:00-04:00,-0.003064329005571477,,,,,
2009-09-17 00:00:00-04:00,0.0026338675941077866,,,,,
2009-09-20 00:00:00-04:00,-0.0034131142078887163,,,1.0,,
2009-09-21 00:00:00-04:00,0.006553348588268071,,,,,
2009-09-22 00:00:00-04:00,-0.0101195584531233,,3.0,,,
2009-09-23 00:00:00-04:00,-0.009556548191774188,,,,,
2009-09-24 00:00:00-04:00,-0.006109360827818336,,1.0,,,
2009-09-26 00:00:00-04:00,,,3.0,1.0,,
2009-09-27 00:00:00-04:00,0.017652853549567058,,,,,
2009-09-28 00:00:00-04:00,-0.0022320656428964163,,,3.0,,
2009-09-29 00:00:00-04:00,-0.003333852135212442,,,,,
2009-09-30 00:00:00-04:00,-0.026097211493280956,,2.0,3.0,,
2009-10-01 00:00:00-04:00,-0.004515705309363511,,,,,
2009-10-03 00:00:00-04:00,,,,6.0,,
2009-10-04 00:00:00-04:00,0.014765453960324762,,,,,
2009-10-05 00:00:00-04:00,0.0136124155690534,,1.0,4.0,,
2009-10-06 00:00:00-04:00,0.002707936560526622,,,4.0,,
2009-10-07 00:00:00-04:00,0.007442145876693546,,,2.0,,
2009-10-08 00:00:00-04:00,0.005624810543572637,,,3.0,,
2009-10-10 00:00:00-04:00,,,,7.0,,
2009-10-11 00:00:00-04:00,0.004376777568566423,,1.0,2.0,,
2009-10-12 00:00:00-04:00,-0.002791504630813565,,,3.0,,
2009-10-13 00:00:00-04:00,0.017393743058258578,,,,,
2009-10-14 00:00:00-04:00,0.004148850316393222,,,1.0,,
2009-10-15 00:00:00-04:00,-0.008131023468328601,,,,,
2009-10-18 00:00:00-04:00,0.009361366739513969,,,,,
2009-10-19 00:00:00-04:00,-0.0062586491870243255,,,1.0,,
2009-10-20 00:00:00-04:00,-0.00889323391718201,,,3.0,,
2009-10-21 00:00:00-04:00,0.010587374358508142,,,,,
2009-10-22 00:00:00-04:00,-0.01225331535289976,,1.0,,,
2009-10-23 00:00:00-04:00,,,,5.0,,
2009-10-25 00:00:00-04:00,-0.011786514446438598,,,2.0,,
2009-10-26 00:00:00-04:00,-0.0033233071166753813,,1.0,,,
2009-10-27 00:00:00-04:00,-0.0197343861452413,,,,,
2009-10-28 00:00:00-04:00,0.022270124333967762,,1.0,,,
2009-10-29 00:00:00-04:00,-0.028466028015250756,,,,,
2009-10-31 00:00:00-04:00,,,,2.0,,
2009-11-01 00:00:00-04:00,0.00643565319102102,,,,,
2009-11-02 00:00:00-05:00,0.002423064313306145,,,,,
2009-11-03 00:00:00-05:00,0.0010420772415051826,,,,,
2009-11-04 00:00:00-05:00,0.019052887220614025,,,,,
2009-11-05 00:00:00-05:00,0.002500124319576515,,,,,
2009-11-07 00:00:00-05:00,,,8.0,2.0,,
2009-11-08 00:00:00-05:00,0.021995084915274347,,1.0,,,
2009-11-09 00:00:00-05:00,-6.399214138483759e-05,,,,,
2009-11-10 00:00:00-05:00,0.005019357795690984,,1.0,2.0,,
2009-11-11 00:00:00-05:00,-0.010312359059078017,,,,,
2009-11-12 00:00:00-05:00,0.005722887256427731,,,,,
2009-11-13 00:00:00-05:00,,,,6.0,,
2009-11-14 00:00:00-05:00,,,,1.0,,
2009-11-15 00:00:00-05:00,0.01436397656849818,,,1.0,,
2009-11-16 00:00:00-05:00,0.0009189839116237261,,1.0,1.0,,
2009-11-17 00:00:00-05:00,-0.00046835078426778063,,,,,
2009-11-18 00:00:00-05:00,-0.013516805711666349,,1.0,,,
2009-11-19 00:00:00-05:00,-0.0032201022062016984,,,1.0,,
2009-11-20 00:00:00-05:00,,,,2.0,,
2009-11-22 00:00:00-05:00,0.013523913934335078,,,,,
2009-11-23 00:00:00-05:00,-0.0005334495209037495,,,,,
2009-11-24 00:00:00-05:00,0.004494006880236033,,,,,
2009-11-26 00:00:00-05:00,-0.01738369996793421,,,,,
2009-11-28 00:00:00-05:00,,,,1.0,,
2009-11-29 00:00:00-05:00,0.0037858184300650394,,,,,
2009-11-30 00:00:00-05:00,0.012002902588402555,,,,,
2009-12-01 00:00:00-05:00,0.00034263999883941797,,,,,
2009-12-02 00:00:00-05:00,-0.008437597492034073,,,1.0,,
2009-12-03 00:00:00-05:00,0.005494312254292437,,,,,
2009-12-06 00:00:00-05:00,-0.002471432926803079,,,,,
2009-12-07 00:00:00-05:00,-0.010304492069516176,,,,,
2009-12-08 00:00:00-05:00,0.0036656453959778533,,,,,
2009-12-09 00:00:00-05:00,0.005822720019583755,,,,,
2009-12-10 00:00:00-05:00,0.0036763280289124935,,,,,
2009-12-13 00:00:00-05:00,0.006935296207216683,,,,,
2009-12-14 00:00:00-05:00,-0.005562408837016108,,,,,
2009-12-15 00:00:00-05:00,0.0011275940949076902,,,2.0,,
2009-12-16 00:00:00-05:00,-0.01188091353803201,,,1.0,,
2009-12-17 00:00:00-05:00,0.005812952040880973,,,,,
2009-12-20 00:00:00-05:00,0.010448977120226209,,,2.0,,
2009-12-21 00:00:00-05:00,0.0035572134993947157,,,1.0,,
2009-12-22 00:00:00-05:00,0.002296020686836971,,,1.0,,
2009-12-23 00:00:00-05:00,0.005242407471724702,,,,,
2009-12-27 00:00:00-05:00,0.0011534152818410755,,,,,
2009-12-28 00:00:00-05:00,-0.0014020340886091167,,,6.0,,
2009-12-29 00:00:00-05:00,0.00019541047723540855,,,,,
2009-12-30 00:00:00-05:00,-0.010100435863962351,,3.0,,,
2009-12-31 00:00:00-05:00,,,,3.0,,
2010-01-03 00:00:00-05:00,0.015916082167126387,,,,,
2010-01-04 00:00:00-05:00,0.003110831966759719,,,1.0,,
2010-01-05 00:00:00-05:00,0.0005453718878234133,,,,,
2010-01-06 00:00:00-05:00,0.003993218354654243,,,,,
2010-01-07 00:00:00-05:00,0.0028775830750962126,,,,,
2010-01-08 00:00:00-05:00,,,,2.0,,
2010-01-09 00:00:00-05:00,,,,1.0,,
2010-01-10 00:00:00-05:00,0.0017452316285846302,,,1.0,,
2010-01-11 00:00:00-05:00,-0.00942544643894456,,,,,
2010-01-12 00:00:00-05:00,0.008291456333360418,,,,,
2010-01-13 00:00:00-05:00,0.002423486421414183,,,,,
2010-01-14 00:00:00-05:00,-0.010882126301208588,,,,,
2010-01-18 00:00:00-05:00,0.012422151207737096,,,,,
2010-01-19 00:00:00-05:00,-0.010654386601861304,,,,,
2010-01-20 00:00:00-05:00,-0.019126657272987804,,,,,
2010-01-21 00:00:00-05:00,-0.02238977963010898,,,1.0,,
2010-01-24 00:00:00-05:00,0.004587559053796009,,,,,
2010-01-25 00:00:00-05:00,-0.004212057847785588,,1.0,,,
2010-01-26 00:00:00-05:00,0.004868282868611808,,,,,
2010-01-27 00:00:00-05:00,-0.011888125534279259,,,,,
2010-01-28 00:00:00-05:00,-0.009877799049982582,,3.0,2.0,,
2010-01-29 00:00:00-05:00,,,,3.0,,
2010-01-31 00:00:00-05:00,0.014165305546369656,,,,,
2010-02-01 00:00:00-05:00,0.0128895204452028,,,,,
2010-02-02 00:00:00-05:00,-0.005489350382538535,,,8.0,,
2010-02-03 00:00:00-05:00,-0.031635856049806906,,4.0,,,
2010-02-04 00:00:00-05:00,0.0028929303608266027,,,,,
2010-02-05 00:00:00-05:00,,,,2.0,,
2010-02-07 00:00:00-05:00,-0.008902803100374192,,,,,
2010-02-08 00:00:00-05:00,0.01295584177358637,,1.0,,,
2010-02-09 00:00:00-05:00,-0.0022350694280074235,,,,,
2010-02-10 00:00:00-05:00,0.009633882335101287,,2.0,,,
2010-02-11 00:00:00-05:00,-0.0027483661199411307,,,,,
2010-02-12 00:00:00-05:00,,,,1.0,,
2010-02-14 00:00:00-05:00,,,2.0,,,
2010-02-15 00:00:00-05:00,0.017840653536261433,,2.0,,,
2010-02-16 00:00:00-05:00,0.004229004596710374,,2.0,8.0,,
2010-02-17 00:00:00-05:00,0.006563157733795463,,,3.0,,
2010-02-18 00:00:00-05:00,0.0021842348635910053,,,3.0,,
2010-02-19 00:00:00-05:00,,,1.0,,,
2010-02-20 00:00:00-05:00,,,,2.0,,
2010-02-21 00:00:00-05:00,-0.0010464051249203224,,,,,
2010-02-22 00:00:00-05:00,-0.0121766449451987,,,,,
2010-02-23 00:00:00-05:00,0.009673519697189884,,1.0,,,
2010-02-24 00:00:00-05:00,-0.0020832085528651543,,,1.0,,
2010-02-25 00:00:00-05:00,0.0014043925568579447,,,1.0,,
2010-02-28 00:00:00-05:00,0.010107257423603737,,2.0,,,
2010-03-01 00:00:00-05:00,0.0023277310028862693,,,,,
2010-03-02 00:00:00-05:00,0.00042910952140039855,,,,,
2010-03-03 00:00:00-05:00,0.00372915607957138,,,1.0,,
2010-03-04 00:00:00-05:00,0.013910282801603982,,1.0,,,
2010-03-07 00:00:00-05:00,-0.00017561143217653642,,,,,
2010-03-08 00:00:00-05:00,0.0017112720239721047,,,,,
2010-03-09 00:00:00-05:00,0.00451435490421295,,,,,
2010-03-10 00:00:00-05:00,0.00403337431350597,,,,,
2010-03-11 00:00:00-05:00,-0.0002173695700926971,,,,,
2010-03-14 00:00:00-05:00,0.00045209262343589776,,,,,
2010-03-15 00:00:00-04:00,0.007749014983159959,,,,,
2010-03-16 00:00:00-04:00,0.005804795332563638,,,,,
2010-03-17 00:00:00-04:00,-0.00032589912668909416,,1.0,,,
2010-03-18 00:00:00-04:00,-0.005099426451612706,,,,,
2010-03-21 00:00:00-04:00,0.005082359099180065,,1.0,,,
2010-03-22 00:00:00-04:00,0.0071453777848001715,,,,,
2010-03-23 00:00:00-04:00,-0.0055084478872883084,,,,,
2010-03-24 00:00:00-04:00,-0.0017056210833286789,,,,,
2010-03-25 00:00:00-04:00,0.0007374506159884132,,,,,
2010-03-27 00:00:00-04:00,,,,3.0,,
2010-03-28 00:00:00-04:00,0.005667146312798056,,,,,
2010-03-29 00:00:00-04:00,4.26584629303888e-05,,1.0,,,
2010-03-30 00:00:00-04:00,-0.00327824231803275,,,,,
2010-03-31 00:00:00-04:00,0.007386454005524301,,,,,
2010-04-02 00:00:00-04:00,,,,2.0,,
2010-04-03 00:00:00-04:00,,,2.0,2.0,,
2010-04-04 00:00:00-04:00,0.007896729443087884,,,2.0,,
2010-04-05 00:00:00-04:00,0.001682878875349027,,,,,
2010-04-06 00:00:00-04:00,-0.005894042967262019,,,7.0,,
2010-04-07 00:00:00-04:00,0.0033686614308549275,,1.0,,,
2010-04-08 00:00:00-04:00,0.00666166829683167,,,,,
2010-04-09 00:00:00-04:00,,,2.0,1.0,,
2010-04-11 00:00:00-04:00,0.0017650508571401095,,2.0,3.0,,
2010-04-12 00:00:00-04:00,0.0006851660398368415,,,,,
2010-04-13 00:00:00-04:00,0.011088363099908616,,,,,
2010-04-14 00:00:00-04:00,0.0008421839911768203,,,,,
2010-04-15 00:00:00-04:00,-0.016257982418547083,,2.0,,,
2010-04-18 00:00:00-04:00,0.004511140739529798,,,2.0,,
2010-04-19 00:00:00-04:00,0.008026045737071379,,,2.0,,
2010-04-20 00:00:00-04:00,-0.0010195164357019706,,,1.0,,
2010-04-21 00:00:00-04:00,0.0022613206430901964,,,1.0,,
2010-04-22 00:00:00-04:00,0.0070982676832182495,,,,,
2010-04-23 00:00:00-04:00,,,,1.0,,
2010-04-25 00:00:00-04:00,-0.004305704355093108,,,,,
2010-04-26 00:00:00-04:00,-0.023659640178701643,,1.0,,,
2010-04-27 00:00:00-04:00,0.006441958378180898,,,2.0,,
2010-04-28 00:00:00-04:00,0.012860180281289574,,,,,
2010-04-29 00:00:00-04:00,-0.016787810139866296,,,,,
2010-05-01 00:00:00-04:00,,,,2.0,,
2010-05-02 00:00:00-04:00,0.01303525745326214,,,1.0,,
2010-05-03 00:00:00-04:00,-0.024127199957418213,,,1.0,,
2010-05-04 00:00:00-04:00,-0.006608341800780098,,,,,
2010-05-05 00:00:00-04:00,-0.032888440643963665,,2.0,,,
2010-05-06 00:00:00-04:00,-0.015426646180907493,,2.0,,,
2010-05-09 00:00:00-04:00,0.04303470414561544,,1.0,,,
2010-05-10 00:00:00-04:00,-0.003403075918466228,,1.0,,,
2010-05-11 00:00:00-04:00,0.013645992401824483,,,,,
2010-05-12 00:00:00-04:00,-0.01221949988922511,,1.0,,,
2010-05-13 00:00:00-04:00,-0.018978981387949807,,1.0,3.0,,
2010-05-14 00:00:00-04:00,,,,2.0,,
2010-05-15 00:00:00-04:00,,,1.0,,,
2010-05-16 00:00:00-04:00,0.0011087536210084368,,1.0,,,
2010-05-17 00:00:00-04:00,-0.01429763178499772,,,,,
2010-05-18 00:00:00-04:00,-0.005143468860015588,,1.0,1.0,,
2010-05-19 00:00:00-04:00,-0.03975579583776626,,,5.0,,
2010-05-20 00:00:00-04:00,0.014912632585704338,,,8.0,,
2010-05-21 00:00:00-04:00,,,,2.0,,
2010-05-22 00:00:00-04:00,,,1.0,2.0,,
2010-05-23 00:00:00-04:00,-0.012992046323687721,,1.0,1.0,,
2010-05-24 00:00:00-04:00,0.00035387476465256084,,,,,
2010-05-25 00:00:00-04:00,-0.005677078693651669,,,1.0,,
2010-05-26 00:00:00-04:00,0.032347311768677056,,,4.0,,
2010-05-27 00:00:00-04:00,-0.012451892345405802,,3.0,4.0,,
2010-05-28 00:00:00-04:00,,,,1.0,,
2010-05-29 00:00:00-04:00,,,,4.0,,
2010-05-31 00:00:00-04:00,-0.017314353324598773,,,,,
2010-06-01 00:00:00-04:00,0.02551442810834267,,,4.0,,
2010-06-02 00:00:00-04:00,0.004043191983442443,1.0,2.0,1.0,,
2010-06-03 00:00:00-04:00,-0.035017442089831104,,2.0,2.0,,
2010-06-04 00:00:00-04:00,,,2.0,3.0,,
2010-06-05 00:00:00-04:00,,,4.0,1.0,,
2010-06-06 00:00:00-04:00,-0.013624466165715648,,1.0,2.0,,
2010-06-07 00:00:00-04:00,0.01091626764351899,,1.0,,,
2010-06-08 00:00:00-04:00,-0.005959396741888012,,1.0,,,
2010-06-09 00:00:00-04:00,0.02907984566617691,,,,,
2010-06-10 00:00:00-04:00,0.00437011574261751,,,1.0,,
2010-06-13 00:00:00-04:00,-0.0018062939317567235,,2.0,,,
2010-06-14 00:00:00-04:00,0.02322245059850045,,,1.0,,
2010-06-15 00:00:00-04:00,-0.0005560893540954269,,,1.0,,
2010-06-16 00:00:00-04:00,0.001282185812389404,,1.0,1.0,,
2010-06-17 00:00:00-04:00,0.0013162641384549061,,,1.0,,
2010-06-20 00:00:00-04:00,-0.003864297943398893,,2.0,3.0,,
2010-06-21 00:00:00-04:00,-0.01620122508698942,,2.0,,,
2010-06-22 00:00:00-04:00,-0.00298993926106872,,,1.0,,
2010-06-23 00:00:00-04:00,-0.016946283204951274,,2.0,,,
2010-06-24 00:00:00-04:00,0.002855281931545411,,5.0,1.0,,
2010-06-27 00:00:00-04:00,-0.0020360096106544403,,,7.0,,
2010-06-28 00:00:00-04:00,-0.03150823034220892,,4.0,5.0,,
2010-06-29 00:00:00-04:00,-0.01016445397333528,,2.0,2.0,,
2010-06-30 00:00:00-04:00,-0.0032457133092441124,,,3.0,,
2010-07-01 00:00:00-04:00,-0.004673271754301508,,1.0,,,
2010-07-03 00:00:00-04:00,,,,2.0,,
2010-07-05 00:00:00-04:00,0.005344725887457727,,,,,
2010-07-06 00:00:00-04:00,0.030850023008263838,,,,,
2010-07-07 00:00:00-04:00,0.00936865495165787,,,2.0,,
2010-07-08 00:00:00-04:00,0.007178063766629461,,,,,
2010-07-11 00:00:00-04:00,0.0007326336059528174,,1.0,1.0,,
2010-07-12 00:00:00-04:00,0.015261822735573064,,2.0,3.0,,
2010-07-13 00:00:00-04:00,-0.00015514366479341991,,,1.0,,
2010-07-14 00:00:00-04:00,0.0011953885564136067,,,,,
2010-07-15 00:00:00-04:00,-0.02924290970075012,,,1.0,,
2010-07-17 00:00:00-04:00,,,2.0,1.0,,
2010-07-18 00:00:00-04:00,0.005964069587908596,,,,,
2010-07-19 00:00:00-04:00,0.011351874168992774,,,,,
2010-07-20 00:00:00-04:00,-0.012902699582286207,,,,,
2010-07-21 00:00:00-04:00,0.022263687822425646,,,2.0,,
2010-07-22 00:00:00-04:00,0.00818642018434479,,,,,
2010-07-23 00:00:00-04:00,,,,1.0,,
2010-07-24 00:00:00-04:00,,,,1.0,,
2010-07-25 00:00:00-04:00,0.01113790871672976,,,1.0,,
2010-07-26 00:00:00-04:00,-0.0010499083075197902,,,,,
2010-07-27 00:00:00-04:00,-0.006946032638280118,,,5.0,,
2010-07-28 00:00:00-04:00,-0.004167292220516642,,,,,
2010-07-29 00:00:00-04:00,6.349719619899018e-05,,,,,
2010-07-30 00:00:00-04:00,,,,1.0,,
2010-08-01 00:00:00-04:00,0.021783528781166763,,,,,
2010-08-02 00:00:00-04:00,-0.004807894641330393,,1.0,3.0,,
2010-08-03 00:00:00-04:00,0.006032878060028029,,1.0,,,
2010-08-04 00:00:00-04:00,-0.0012693298432147424,,,2.0,,
2010-08-05 00:00:00-04:00,-0.0037109155663972966,,,,,
2010-08-08 00:00:00-04:00,0.005468087107405527,,,,,
2010-08-09 00:00:00-04:00,-0.005985281603927613,,1.0,,,
2010-08-10 00:00:00-04:00,-0.028583405997961563,,,,,
2010-08-11 00:00:00-04:00,-0.005393266400071399,,7.0,3.0,,
2010-08-12 00:00:00-04:00,-0.004031690712189038,,1.0,,,
2010-08-15 00:00:00-04:00,0.00012045128871151444,,1.0,,,
2010-08-16 00:00:00-04:00,0.012118489601347648,,,,,
2010-08-17 00:00:00-04:00,0.0014816804859392602,,,1.0,,
2010-08-18 00:00:00-04:00,-0.01708043585689712,,,,,
2010-08-19 00:00:00-04:00,-0.003669753922919338,,,,,
2010-08-22 00:00:00-04:00,-0.0040484907945532,,,1.0,,
2010-08-23 00:00:00-04:00,-0.014618768361991257,,,,,
2010-08-24 00:00:00-04:00,0.003283944691638116,,,,,
2010-08-25 00:00:00-04:00,-0.007714466580892417,,4.0,,,
2010-08-26 00:00:00-04:00,0.016450710403283032,,,,,
2010-08-28 00:00:00-04:00,,,,1.0,,
2010-08-29 00:00:00-04:00,-0.014828611113085734,,,,,
2010-08-30 00:00:00-04:00,0.00039071808849260096,,3.0,,,
2010-08-31 00:00:00-04:00,0.029077736386750194,,,,,
2010-09-01 00:00:00-04:00,0.00903985298673457,,,,,
2010-09-02 00:00:00-04:00,0.013132393793160998,,,,,
2010-09-05 00:00:00-04:00,,,,49.0,,
2010-09-06 00:00:00-04:00,-0.011537491412768315,,,7.0,,
2010-09-07 00:00:00-04:00,0.0064180594909031665,,,,,
2010-09-08 00:00:00-04:00,0.0048206520589967215,,,1.0,,
2010-09-09 00:00:00-04:00,0.004851545040690317,,1.0,1.0,,
2010-09-12 00:00:00-04:00,0.01106912660314444,,,1.0,,
2010-09-13 00:00:00-04:00,-0.0007133739296067345,,,2.0,,
2010-09-14 00:00:00-04:00,0.003534883802268771,,,,,
2010-09-15 00:00:00-04:00,-0.0003644100558466401,,,,,
2010-09-16 00:00:00-04:00,0.0008265141149324639,,,,,
2010-09-18 00:00:00-04:00,,,,2.0,,
2010-09-19 00:00:00-04:00,0.015095287889557545,,,1.0,,
2010-09-20 00:00:00-04:00,-0.0025673131207138568,,,,,
2010-09-21 00:00:00-04:00,-0.004837172794451643,,,3.0,,
2010-09-22 00:00:00-04:00,-0.008366240177841381,,,,,
2010-09-23 00:00:00-04:00,0.020972915547808245,,,,,
2010-09-24 00:00:00-04:00,,,2.0,,,
2010-09-25 00:00:00-04:00,,,1.0,,,
2010-09-26 00:00:00-04:00,-0.005683553181933576,,2.0,,,
2010-09-27 00:00:00-04:00,0.004838660735848585,,,,,
2010-09-28 00:00:00-04:00,-0.002591112883144724,,1.0,,,
2010-09-29 00:00:00-04:00,-0.00308848670645526,,,3.0,,
2010-09-30 00:00:00-04:00,0.004406714359894576,,,2.0,,
2010-10-01 00:00:00-04:00,,,,1.0,,
2010-10-02 00:00:00-04:00,,,,1.0,,
2010-10-03 00:00:00-04:00,-0.008067386519721716,,,,,
2010-10-04 00:00:00-04:00,0.02064672250716406,,,,,
2010-10-05 00:00:00-04:00,-0.0006722304595956211,,,1.0,,
2010-10-06 00:00:00-04:00,-0.0016478755817934904,,1.0,2.0,,
2010-10-07 00:00:00-04:00,0.006103613171284074,,,,,
2010-10-10 00:00:00-04:00,0.00014582627318711122,,,1.0,,
2010-10-11 00:00:00-04:00,0.0038114836641496563,,,1.0,,
2010-10-12 00:00:00-04:00,0.007095785561559261,,3.0,3.0,,
2010-10-13 00:00:00-04:00,-0.003648032184403023,,3.0,5.0,,
2010-10-14 00:00:00-04:00,0.002025432873275127,,,2.0,,
2010-10-16 00:00:00-04:00,,,3.0,2.0,,
2010-10-17 00:00:00-04:00,0.007217634690706231,,,,,
2010-10-18 00:00:00-04:00,-0.016004644029054833,,,2.0,,
2010-10-19 00:00:00-04:00,0.010469082613678416,,,2.0,,
2010-10-20 00:00:00-04:00,0.0017723369527991779,,,1.0,,
2010-10-21 00:00:00-04:00,0.0023864087842906394,,,,,
2010-10-24 00:00:00-04:00,0.00214467014688162,,,,,
2010-10-25 00:00:00-04:00,1.6885142218022246e-05,,2.0,,,
2010-10-26 00:00:00-04:00,-0.0026942096392165637,,1.0,1.0,,
2010-10-27 00:00:00-04:00,0.0011242172367564925,,,,,
2010-10-28 00:00:00-04:00,-0.00043938381356833266,,,,,
2010-10-29 00:00:00-04:00,,,,1.0,,
2010-10-30 00:00:00-04:00,,,1.0,1.0,,
2010-10-31 00:00:00-04:00,0.0009460857172530168,,,,,
2010-11-01 00:00:00-04:00,0.007729336064693736,,,,,
2010-11-02 00:00:00-04:00,0.003671306443685746,,,,,
2010-11-03 00:00:00-04:00,0.019099304409664532,,,1.0,,
2010-11-04 00:00:00-04:00,0.003915079053611362,,,,,
2010-11-05 00:00:00-04:00,,,3.0,1.0,,
2010-11-07 00:00:00-04:00,-0.0021232098228606586,,,,,
2010-11-08 00:00:00-05:00,-0.008084894540661062,,,,,
2010-11-09 00:00:00-05:00,0.004366533579725262,,,1.0,,
2010-11-10 00:00:00-05:00,-0.004251149890857143,,,4.0,,
2010-11-11 00:00:00-05:00,-0.011878766244753407,,,,,
2010-11-13 00:00:00-05:00,,,1.0,1.0,,
2010-11-14 00:00:00-05:00,-0.0012181773094550822,,,9.0,,
2010-11-15 00:00:00-05:00,-0.016338157414688127,,,1.0,,
